id,tag,title,year
17393,journals/tog/WuY04,"Feature matching and deformation for texture synthesis.",2004
17394,journals/tog/HasanKWB09,"Virtual spherical lights for many-light rendering of glossy scenes.",2009
17395,journals/tog/DachsbacherVS03,"Sequential point trees.",2003
17396,journals/tog/PottmannLWBW07,"Geometry of multi-layer freeform structures for architecture.",2007
17397,journals/tog/PirkSKSNMBD12,"Plastic trees: interactive self-adapting botanical tree models.",2012
17398,journals/tog/Thuerey17,"Interpolations of Smoke and Liquid Simulations.",2017
17399,journals/tog/BacherBJP12,"Fabricating articulated characters from skinned meshes.",2012
17400,journals/tog/TanLG17,"Decomposing Images into Layers via RGB-Space Geometry.",2017
17401,journals/tog/MoonMMG16,"Adaptive polynomial rendering.",2016
17402,journals/tog/LagaeLDD09,"Procedural noise using sparse Gabor convolution.",2009
17403,journals/tog/SchmidtNMKRND13,"Path-space manipulation of physically-based light transport.",2013
17404,journals/tog/KovarG04,"Automated extraction and parameterization of motions in large data sets.",2004
17405,journals/tog/QuWH06,"Manga colorization.",2006
17406,journals/tog/McIlroy83,"Best Approximate Circles on Integer Grids.",1983
17407,journals/tog/ChuangH89,"On local implicit approximation and its applications.",1989
17408,journals/tog/KhanRFB06,"Image-based material editing.",2006
17409,journals/tog/NishinoN04,"Eyes for relighting.",2004
17410,journals/tog/SmithDAG17,"CoLux: multi-object 3D micro-motion analysis using speckle imaging.",2017
17411,journals/tog/JangBMKLL17,"Retinal 3D: augmented reality near-eye display via pupil-tracked light field projection on retina.",2017
17412,journals/tog/HeckerREDMP08,"Real-time motion retargeting to highly varied user-created morphologies.",2008
17413,journals/tog/LiuP02,"Synthesis of complex dynamic character motion from simple animations.",2002
17414,journals/tog/SongFGZMC13,"Reciprocal frame structures made easy.",2013
17415,journals/tog/BadlerG84,"The Window Controller.",1984
17416,journals/tog/JimenezSBDAVMOGW10,"A practical appearance model for dynamic facial color.",2010
17417,journals/tog/MazharHNT15,"Using Nesterov's Method to Accelerate Multibody Dynamics with Friction and Contact.",2015
17418,journals/tog/PanM17,"Efficient solver for spacetime control of smoke.",2017
17419,journals/tog/HoferP04,"Energy-minimizing splines in manifolds.",2004
17420,journals/tog/TanLG17a,"Decomposing images into layers via RGB-space geometry.",2017
17421,journals/tog/SchulzXZZGM17,"Interactive design space exploration and optimization for CAD models.",2017
17422,journals/tog/IseringhausenGP17,"4D imaging through spray-on optics.",2017
17423,journals/tog/Ng05,"Fourier slice photography.",2005
17424,journals/tog/JaroszSKJ12,"Theory, analysis and applications of 2D global illumination.",2012
17425,journals/tog/OlszewskiLSL16,"High-fidelity facial and speech animation for VR HMDs.",2016
17426,journals/tog/Kallmann14,"Dynamic and Robust Local Clearance Triangulations.",2014
17427,journals/tog/BalakrishnanDG15,"Video diff: highlighting differences between similar actions in videos.",2015
17428,journals/tog/AanjaneyaGLBS17,"Power diagrams and sparse paged grids for high resolution adaptive liquids.",2017
17429,journals/tog/TamstorfSG14,"Adaptive nonlinearity for collisions in complex rod assemblies.",2014
17430,journals/tog/GalSMC09,"iWIRES: an analyze-and-edit approach to shape manipulation.",2009
17431,journals/tog/SchertlerTJKGP17,"Field-aligned online surface reconstruction.",2017
17432,journals/tog/ZhengJ09,"Harmonic fluids.",2009
17433,journals/tog/BandGICPT18,"Pressure Boundaries for Implicit Incompressible SPH.",2018
17434,journals/tog/RusinkiewiczBD06,"Exaggerated shading for depicting shape and detail.",2006
17435,journals/tog/LalondeEN09,"Webcam clip art: appearance and illuminant transfer from time-lapse sequences.",2009
17436,journals/tog/WangPP07,"Real-time enveloping with rotational regression.",2007
17437,journals/tog/PamplonaPZOLCR11,"CATRA: interactive measuring and modeling of cataracts.",2011
17438,journals/tog/FisherFBAMH09,"DiagSplit: parallel, crack-free, adaptive tessellation for micropolygon rendering.",2009
17439,journals/tog/CalderonB14,"Point morphology.",2014
17440,journals/tog/ZhangM11,"An efficient scheme for curve and surface construction based on a set of interpolatory basis functions.",2011
17441,journals/tog/JaraboMMBJG14,"A framework for transient rendering.",2014
17442,journals/tog/RamamoorthiH04,"A signal-processing framework for reflection.",2004
17443,journals/tog/0004SZZLHSCC16,"3D attention-driven depth acquisition for object identification.",2016
17444,journals/tog/ShaoXZWLG12,"An interactive approach to semantic modeling of indoor scenes with an RGBD camera.",2012
17445,journals/tog/LenschKGHS03,"Image-based reconstruction of spatial appearance and geometric detail.",2003
17446,journals/tog/WangLLMH14,"BiggerPicture: data-driven image extrapolation using graph matching.",2014
17447,journals/tog/GeijtenbeekPS13,"Flexible muscle-based locomotion for bipedal creatures.",2013
17448,journals/tog/OndrejPOD10,"A synthetic-vision based steering approach for crowd simulation.",2010
17449,journals/tog/ShaoLRZZ16,"Dynamic furniture modeling through assembly instructions.",2016
17450,journals/tog/ThormahlenS08,"3D-modeling by ortho-image generation from image sequences.",2008
17451,journals/tog/AllenR15,"Aerophones in flatland: interactive wave simulation of wind instruments.",2015
17452,journals/tog/EnnisMO10,"Seeing is believing: body motion dominates in multisensory conversations.",2010
17453,journals/tog/DongBGPH06,"Spectral surface quadrangulation.",2006
17454,journals/tog/HahnW15,"High-resolution brittle fracture simulation with boundary elements.",2015
17455,journals/tog/SchweickartJM17,"Animating elastic rods with sound.",2017
17456,journals/tog/MohanWHSR09,"Bokode: imperceptible visual tags for camera based interaction from a distance.",2009
17457,journals/tog/YangYPM11,"Shape space exploration of constrained meshes.",2011
17458,journals/tog/CohenLS85,"Algorithms for Degree-Raising of Splines.",1985
17459,journals/tog/ThiesZSTN18,"FaceVR: Real-Time Gaze-Aware Facial Reenactment in Virtual Reality.",2018
17460,journals/tog/NiuFL12,"Enabling warping on stereoscopic images.",2012
17461,journals/tog/JoubertRTBH15,"An interactive tool for designing quadrotor camera shots.",2015
17462,journals/tog/McCool99,"Anisotropic diffusion for Monte Carlo noise reduction.",1999
17463,journals/tog/MitraW16,"RAID: a relation-augmented image descriptor.",2016
17464,journals/tog/LiuBK17,"Quasi-Newton Methods for Real-Time Simulation of Hyperelastic Materials.",2017
17465,journals/tog/Tarini16,"Volume-encoded UV-maps.",2016
17466,journals/tog/JacobsLSBS03,"Adaptive grid-based document layout.",2003
17467,journals/tog/PlantingaV06,"Computing contour generators of evolving implicit surfaces.",2006
17468,journals/tog/WilkieSL13,"Flow reconstruction for data-driven traffic animation.",2013
17469,journals/tog/MatusikAGLLPR09,"Printing spatially-varying reflectance.",2009
17470,journals/tog/BaranVGP09,"Semantic deformation transfer.",2009
17471,journals/tog/WeyrichFHMARFFOKBG07,"A hardware architecture for surface splatting.",2007
17472,journals/tog/ChristensenSSD96,"Global Illumination of Glossy Environments Using Wavelets and Importance.",1996
17473,journals/tog/GutierrezSLSFR08,"Depicting procedural caustics in single images.",2008
17474,journals/tog/GonzalezP09,"Continuity mapping for multi-chart textures.",2009
17475,journals/tog/LoopB05,"Resolution independent curve rendering using programmable graphics hardware.",2005
17476,journals/tog/PietroniTVPC17,"Position-based tensegrity design.",2017
17477,journals/tog/LammingR90,"A simple method for improved color printing of monitor images.",1990
17478,journals/tog/Duff17,"Deep Compositing Using Lie Algebras.",2017
17479,journals/tog/WinchenbachHK17,"Infinite continuous adaptivity for incompressible SPH.",2017
17480,journals/tog/NeubertFD07,"Approximate image-based tree-modeling using particle flows.",2007
17481,journals/tog/NovakNDJ12,"Virtual ray lights for rendering scenes with participating media.",2012
17482,journals/tog/HuangKCCKY18,"Learning Local Shape Descriptors from Part Correspondences with Multiview Convolutional Networks.",2018
17483,journals/tog/PirkJHMP17,"Interactive wood combustion for botanical tree models.",2017
17484,journals/tog/LiuWCFR13,"A no-reference metric for evaluating the quality of motion deblurring.",2013
17485,journals/tog/KristensenAJ05,"Precomputed local radiance transfer for real-time lighting design.",2005
17486,journals/tog/IgarashiIM12,"Beady: interactive beadwork design and construction.",2012
17487,journals/tog/BickelBAMOPG07,"Multi-scale capture of facial geometry and motion.",2007
17488,journals/tog/0001ZCVVPT16,"Reconstruction of Personalized 3D Face Rigs from Monocular Video.",2016
17489,journals/tog/LiHG0BD14,"Space-time editing of elastic motion through material optimization and reduction.",2014
17490,journals/tog/LiJGH11,"A geometric study of v-style pop-ups: theories and algorithms.",2011
17491,journals/tog/LangloisJ14,"Inverse-Foley animation: synchronizing rigid-body motions to sound.",2014
17492,journals/tog/ZhouK14,"Color map optimization for 3D reconstruction with consumer depth cameras.",2014
17493,journals/tog/IchimKKP17,"Phace: physics-based face modeling and animation.",2017
17494,journals/tog/YanHJLMR14,"Rendering glints on high-resolution normal-mapped specular surfaces.",2014
17495,journals/tog/DuncanYY16,"Interchangeable components for hands-on assembly based modelling.",2016
17496,journals/tog/RempelTSYHWW07,"Ldr2Hdr: on-the-fly reverse tone mapping of legacy video and photographs.",2007
17497,journals/tog/Ahmed0D15,"AA patterns for point sets with controlled spectral properties.",2015
17498,journals/tog/KopfLSSG13,"Image-based rendering in the gradient domain.",2013
17499,journals/tog/ZhengJ12,"Energy-based self-collision culling for arbitrary mesh deformations.",2012
17500,journals/tog/SeilerCSFADJLSCEGJH08,"Larrabee: a many-core x86 architecture for visual computing.",2008
17501,journals/tog/Rushmeier16,"Tactile mesh saliency.",2016
17502,journals/tog/WickeRKBSO10,"Dynamic local remeshing for elastoplastic simulation.",2010
17503,journals/tog/PetersR97,"The Simplest Subdivision Scheme for Smoothing Polyhedra.",1997
17504,journals/tog/LiSS05,"Video object cut and paste.",2005
17505,journals/tog/HachisukaOJ08,"Progressive photon mapping.",2008
17506,journals/tog/XiaoFZLQ09,"Image-based street-side city modeling.",2009
17507,journals/tog/HuangZGHBG12,"An optimization approach for extracting and encoding consistent maps in a shape collection.",2012
17508,journals/tog/BellUSB13,"OpenSurfaces: a richly annotated catalog of surface appearance.",2013
17509,journals/tog/Barla16a,"Flow-guided warping for image-based shape manipulation.",2016
17510,journals/tog/YumerCHK15,"Semantic shape editing using deformation handles.",2015
17511,journals/tog/XinLCCYTW16,"Centroidal power diagrams with capacity constraints: computation, applications, and extension.",2016
17512,journals/tog/LagaeD11,"Filtering solid Gabor noise.",2011
17513,journals/tog/CalderonB17,"Bounding proxies for shape approximation.",2017
17514,journals/tog/ZollhoferDIWSTN15,"Shading-based refinement on volumetric signed distance functions.",2015
17515,journals/tog/ZhuBG15,"Simulating rigid body fracture with surface meshes.",2015
17516,journals/tog/CorosMTSSG12,"Deformable objects alive!",2012
17517,journals/tog/Li16,"G1 non-uniform Catmull-Clark surfaces.",2016
17518,journals/tog/YanJLMH16,"Multiphase SPH simulation for interactive fluids and solids.",2016
17519,journals/tog/WeissmannP12,"Underwater rigid body dynamics.",2012
17520,journals/tog/KalninsDMF03,"Coherent stylized silhouettes.",2003
17521,journals/tog/BarbicP08,"Real-time control of physically based simulations using gentle forces.",2008
17522,journals/tog/BrooksD02,"Self-similarity based texture editing.",2002
17523,journals/tog/DavietBB11,"A hybrid iterative solver for robustly capturing coulomb friction in hair dynamics.",2011
17524,journals/tog/WalterFABDG05,"Lightcuts: a scalable approach to illumination.",2005
17525,journals/tog/PopovicSE03,"Motion sketching for control of rigid-body simulations.",2003
17526,journals/tog/PfaffNJO14,"Adaptive tearing and cracking of thin sheets.",2014
17527,journals/tog/AksitLKSL17,"Near-eye varifocal augmented reality display using see-through screens.",2017
17528,journals/tog/CaoB04,"VisionWand: interaction techniques for large displays using a passive wand tracked in 3D.",2004
17529,journals/tog/HuZKLSZ15,"Interaction context (ICON): towards a geometric functionality descriptor.",2015
17530,journals/tog/BermanoBKBBG15,"Detailed spatio-temporal reconstruction of eyelids.",2015
17531,journals/tog/VemuriR94,"Multiresolution stochastic hybrid shape models with fractal priors.",1994
17532,journals/tog/LeeST09,"Comprehensive biomechanical modeling and simulation of the upper body.",2009
17533,journals/tog/Rappoport91,"Rendering Curves and Surfaces with Hybrid Subdivision and Forward Differencing.",1991
17534,journals/tog/YueSBZG15,"Continuum Foam: A Material Point Method for Shear-Dependent Flows.",2015
17535,journals/tog/Fattal08,"Single image dehazing.",2008
17536,journals/tog/BurnsKRFD05,"Line drawings from volume data.",2005
17537,journals/tog/BorgeatGBML05,"GoLD: interactive display of huge colored and textured models.",2005
17538,journals/tog/Szeliski14,"First-person hyper-lapse videos.",2014
